document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-04440,2018-03-06,54,Commerce Department,National Oceanic and Atmospheric Administration,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Seabird and Shorebird Research and Monitoring in Massachusetts,"NMFS has received a request from the Eastern Massachusetts (MA) National Wildlife Refuge (NWR) Complex, U.S. Fish and Wildlife Service (USFWS), for authorization to take marine mammals incidental to conducting seabird and shorebird monitoring and research in the Eastern MA NWR Complex (Complex). Pursuant to the Marine Mammal Protection Act (MMPA), NMFS is requesting comments on its proposal to issue an incidental harassment authorization (IHA) to incidentally take marine mammals during the specified activities. NMFS will consider public comments prior to making any final decision on the issuance of the requested MMPA authorizations and agency responses will be summarized in the final notice of our decision.",Notice,"NMFS has received a request from the Eastern Massachusetts (MA) National Wildlife Refuge (NWR) Complex, U.S. Fish and Wildlife Service (USFWS), for authorization to take marine mammals incidental to conducting seabird and shorebird monitoring and...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/03/06/2018-04440/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04440.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04440.pdf?1520263516,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-04472,2018-03-06,54,Commerce Department,National Oceanic and Atmospheric Administration,Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to Testing and Training Activities Conducted in the Eglin Gulf Test and Training Range in the Gulf of Mexico,"In accordance with the Marine Mammal Protection Act (MMPA) and implementing regulations, notice is hereby given that a Letter of Authorization (LOA) has been issued to the United States Air Force (USAF) 96th Civil Engineer Group/Environmental Planning Office (96 CEG/ CEIEA) at Eglin Air Force Base (AFB) to take marine mammals incidental to testing and training activities in the Eglin Gulf Test and Training Range (EGTTR) in the Gulf of Mexico over the course of five years. These activities are considered military readiness activities pursuant to the MMPA, as amended by the National Defense Authorization Act of 2004 (NDAA).",Notice,"In accordance with the Marine Mammal Protection Act (MMPA) and implementing regulations, notice is hereby given that a Letter of Authorization (LOA) has been issued to the United States Air Force (USAF) 96th Civil Engineer Group/Environmental Planning...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/03/06/2018-04472/taking-and-importing-marine-mammals-taking-marine-mammals-incidental-to-testing-and-training,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04472.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04472.pdf?1520263398,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-04438,2018-03-06,573,Consumer Financial Protection Bureau,,Community Bank Advisory Council Meeting,"Under the Federal Advisory Committee Act (FACA), this notice sets forth the announcement of a public meeting of the Community Bank Advisory Council (CBAC or Council) of the Consumer Financial Protection Bureau (Bureau or CFPB). The notice also describes the functions of the Council.",Notice,"Under the Federal Advisory Committee Act (FACA), this notice sets forth the announcement of a public meeting of the Community Bank Advisory Council (CBAC or Council) of the Consumer Financial Protection Bureau (Bureau or CFPB). The notice also...",BUREAU OF CONSUMER FINANCIAL PROTECTION,consumer-financial-protection-bureau,https://www.federalregister.gov/agencies/consumer-financial-protection-bureau,https://www.federalregister.gov/documents/2018/03/06/2018-04438/community-bank-advisory-council-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04438.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04438.pdf?1520263396,https://www.federalregister.gov/api/v1/agencies/573.json,
2018-04544,2018-03-06,573,Consumer Financial Protection Bureau,,Request for Information Regarding Bureau Public Reporting Practices of Consumer Complaint Information,"The Bureau of Consumer Financial Protection (Bureau) is seeking comments and information from interested parties to assist the Bureau in assessing potential changes that can be implemented to the Bureau's public reporting practices of consumer complaint information, consistent with law, to consider whether any changes to the practices would be appropriate.",Notice,The Bureau of Consumer Financial Protection (Bureau) is seeking comments and information from interested parties to assist the Bureau in assessing potential changes that can be implemented to the Bureau's public reporting practices of consumer...,BUREAU OF CONSUMER FINANCIAL PROTECTION,consumer-financial-protection-bureau,https://www.federalregister.gov/agencies/consumer-financial-protection-bureau,https://www.federalregister.gov/documents/2018/03/06/2018-04544/request-for-information-regarding-bureau-public-reporting-practices-of-consumer-complaint,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04544.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04544.pdf?1520263405,https://www.federalregister.gov/api/v1/agencies/573.json,
2018-04511,2018-03-06,103,Defense Department,Defense Acquisition Regulations System,Early Engagement Opportunity: Implementation of National Defense Authorization Act for Fiscal Year 2018,DoD announces an early engagement opportunity regarding implementation of the National Defense Authorization Act (NDAA) for Fiscal Year (FY) 2018 within the acquisition regulations.,Notice,DoD announces an early engagement opportunity regarding implementation of the National Defense Authorization Act (NDAA) for Fiscal Year (FY) 2018 within the acquisition regulations.,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04511/early-engagement-opportunity-implementation-of-national-defense-authorization-act-for-fiscal-year,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04511.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04511.pdf?1520263517,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04538,2018-03-06,103,Defense Department,Defense Acquisition Regulations System,Information Collection Requirement; Defense Federal Acquisition Regulation Supplement; Earned Value Management System,"In compliance with the Paperwork Reduction Act of 1995, DoD announces the proposed extension of a public information collection requirement and seeks public comment on the provisions thereof. DoD invites comments on: Whether the proposed collection of information is necessary for the proper performance of the functions of DoD, including whether the information will have practical utility; the accuracy of the estimate of the burden of the proposed information collection; ways to enhance the quality, utility, and clarity of the information to be collected; and ways to minimize the burden of the information collection on respondents, including the use of automated collection techniques or other forms of information technology. The Office of Management and Budget (OMB) has approved this information collection requirement for use through September 30, 2018. DoD proposes that OMB extend its approval for three additional years.",Notice,"In compliance with the Paperwork Reduction Act of 1995, DoD announces the proposed extension of a public information collection requirement and seeks public comment on the provisions thereof. DoD invites comments on: Whether the proposed collection of...",DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04538/information-collection-requirement-defense-federal-acquisition-regulation-supplement-earned-value,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04538.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04538.pdf?1520263404,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04515,2018-03-06,103,Defense Department,,Charter Amendment of Department of Defense Federal Advisory Committees,The Department of Defense (DoD) is publishing this notice to announce that it is amending the charter for the Defense Business Board (``the Board'').,Notice,The Department of Defense (DoD) is publishing this notice to announce that it is amending the charter for the Defense Business Board (``the Board'').,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04515/charter-amendment-of-department-of-defense-federal-advisory-committees,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04515.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04515.pdf?1520265377,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04453,2018-03-06,103,Defense Department,,Department of Defense Science and Technology Reinvention Laboratory (STRL) Personnel Management Demonstration (Demo) Project Program,"On December 2, 2008, DoD published a Federal Register notice (73 FR 73248-73252, later amended by 76 FR 67154), to record amendments to the Science and Technology Reinvention Laboratory (STRL) Personnel Management Demonstration Project Plans and to provide a basic process to adopt flexibilities, make minor changes, and/or request Federal Register notices. USD(R&E) will publish the processes for adoptions, minor modifications to demonstration project flexibilities, and Federal Register notices in a DoD issuance.",Notice,"On December 2, 2008, DoD published a Federal Register notice (73 FR 73248-73252, later amended by 76 FR 67154), to record amendments to the Science and Technology Reinvention Laboratory (STRL) Personnel Management Demonstration Project Plans and to...",DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04453/department-of-defense-science-and-technology-reinvention-laboratory-strl-personnel-management,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04453.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04453.pdf?1520263396,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04516,2018-03-06,103,Defense Department,,Charter Amendment of Department of Defense Federal Advisory Committees,The Department of Defense (DoD) is publishing this notice to announce that it is amending the charter for the Vietnam War Commemoration Advisory Committee (``the Committee'').,Notice,The Department of Defense (DoD) is publishing this notice to announce that it is amending the charter for the Vietnam War Commemoration Advisory Committee (``the Committee'').,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04516/charter-amendment-of-department-of-defense-federal-advisory-committees,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04516.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04516.pdf?1520263517,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04542,2018-03-06,103,Defense Department,,Proposed Collection; Comment Request,"In compliance with the Paperwork Reduction Act of 1995, the Defense Manpower Data Center (DMDC) Defense Human Resources Activity (DHRA) announces a proposed public information collection and seeks public comment on the provisions thereof. Comments are invited on: Whether the proposed collection of information is necessary for the proper performance of the functions of the agency, including whether the information shall have practical utility; the accuracy of the agency's estimate of the burden of the proposed information collection; ways to enhance the quality, utility, and clarity of the information to be collected; and ways to minimize the burden of the information collection on respondents, including through the use of automated collection techniques or other forms of information technology.",Notice,"In compliance with the Paperwork Reduction Act of 1995, the Defense Manpower Data Center (DMDC) Defense Human Resources Activity (DHRA) announces a proposed public information collection and seeks public comment on the provisions thereof. Comments are...",DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/03/06/2018-04542/proposed-collection-comment-request,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04542.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04542.pdf?1520263404,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-04457,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"PJM Interconnection, L.L.C., Ohio Valley Electric Corporation; Notice Establishing Answer Period to Motion To Defer Effective Date",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04457/pjm-interconnection-llc-ohio-valley-electric-corporation-notice-establishing-answer-period-to-motion,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04457.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04457.pdf?1520265619,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04460,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"New York Power Authority; Notice of Application Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04460/new-york-power-authority-notice-of-application-accepted-for-filing-soliciting-comments-motions-to,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04460.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04460.pdf?1520265374,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04462,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"EDF Renewable Energy, Inc. v. Reform of Affected System Coordination in the Generator Interconnection Process, v. Midcontinent Independent System Operator, Inc., Southwest Power Pool, Inc., and PJM Interconnection, L.L.C.; Supplemental Notice of Technical Conference",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04462/edf-renewable-energy-inc-v-reform-of-affected-system-coordination-in-the-generator-interconnection,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04462.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04462.pdf?1520263516,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04490,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,Combined Notice of Filings,,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04490/combined-notice-of-filings,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04490.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04490.pdf?1520265376,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04491,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"Marco DM Holdings, L.L.C.; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04491/marco-dm-holdings-llc-supplemental-notice-that-initial-market-based-rate-filing-includes-request-for,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04491.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04491.pdf?1520263400,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04461,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"Duke Energy Carolinas, LLC; Notice of Application Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04461/duke-energy-carolinas-llc-notice-of-application-accepted-for-filing-soliciting-comments-motions-to,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04461.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04461.pdf?1520263397,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04456,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"Gulf South Pipeline Company, LP; Notice of Availability of the Environmental Assessment for the Proposed Westlake Expansion Project",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04456/gulf-south-pipeline-company-lp-notice-of-availability-of-the-environmental-assessment-for-the,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04456.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04456.pdf?1520263398,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04459,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,Targa NGL Pipeline Company LLC; Notice of Request for Temporary Waiver,,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04459/targa-ngl-pipeline-company-llc-notice-of-request-for-temporary-waiver,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04459.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04459.pdf?1520263397,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04458,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,"Medallion Delaware Express, LLC, Medallion Pipeline Company, LLC; Notice of Petition for Declaratory Order",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04458/medallion-delaware-express-llc-medallion-pipeline-company-llc-notice-of-petition-for-declaratory,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04458.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04458.pdf?1520265735,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04489,2018-03-06,136,Energy Department,Federal Energy Regulatory Commission,Combined Notice of Filings #1,,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/06/2018-04489/combined-notice-of-filings-1,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04489.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04489.pdf?1520263400,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04525,2018-03-06,145,Environmental Protection Agency,,Notice of Meeting of the EPA Children's Health Protection Advisory Committee,"Pursuant to the provisions of the Federal Advisory Committee Act, notice is hereby given that the next meeting of the Children's Health Protection Advisory Committee (CHPAC) will be held April 19 and 20, 2018, at Holiday Inn Washington-Capitol 550 C Street SW, Washington, DC 20024. The CHPAC advises the Environmental Protection Agency on science, regulations, and other issues relating to children's environmental health.",Notice,"Pursuant to the provisions of the Federal Advisory Committee Act, notice is hereby given that the next meeting of the Children's Health Protection Advisory Committee (CHPAC) will be held April 19 and 20, 2018, at Holiday Inn Washington-Capitol 550 C...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/06/2018-04525/notice-of-meeting-of-the-epa-childrens-health-protection-advisory-committee,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04525.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04525.pdf?1520263518,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-04523,2018-03-06,145,Environmental Protection Agency,,Pesticide Product Registration; Receipt of Applications for New Uses,"EPA has received applications to register new uses for pesticide products containing currently registered active ingredients. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing notice of receipt and opportunity to comment on these applications.",Notice,"EPA has received applications to register new uses for pesticide products containing currently registered active ingredients. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing notice of receipt and...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/06/2018-04523/pesticide-product-registration-receipt-of-applications-for-new-uses,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04523.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04523.pdf?1520263403,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-04531,2018-03-06,145,Environmental Protection Agency,,Notice of Receipt of Requests To Voluntarily Cancel Certain Pesticide Registrations and Amend Registrations To Terminate Certain Uses,"In accordance with the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is issuing a notice of receipt of requests by pesticide registrants to voluntarily cancel certain pesticide product registrations and to amend certain product registrations to terminate uses. EPA intends to grant these requests at the close of the comment period for this announcement unless the Agency receives substantive comments within the comment period that would merit its further review of the requests, or unless the registrants withdraw their requests. If these requests are granted, any sale, distribution, or use of products listed in this notice will be permitted after the registrations have been cancelled and uses terminated only if such sale, distribution, or use is consistent with the terms as described in the final order.",Notice,"In accordance with the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is issuing a notice of receipt of requests by pesticide registrants to voluntarily cancel certain pesticide product registrations and to amend certain product...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/06/2018-04531/notice-of-receipt-of-requests-to-voluntarily-cancel-certain-pesticide-registrations-and-amend,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04531.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04531.pdf?1520265377,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-04524,2018-03-06,145,Environmental Protection Agency,,Pesticide Product Registration; Receipt of Applications for New Active Ingredients,"EPA has received applications to register pesticide products containing active ingredients not included in any currently registered pesticide products. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing notice of receipt and opportunity to comment on these applications.",Notice,"EPA has received applications to register pesticide products containing active ingredients not included in any currently registered pesticide products. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/06/2018-04524/pesticide-product-registration-receipt-of-applications-for-new-active-ingredients,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04524.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04524.pdf?1520265377,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-04527,2018-03-06,174,Federal Housing Finance Agency,,Privacy Act of 1974; System of Records,"In accordance with the requirements of the Privacy Act of 1974, as amended, (Privacy Act), the Federal Housing Finance Agency (FHFA) is making a revision to an existing system of records entitled ``Suspended Counterparty System'' (FHFA-23). The Suspended Counterparty System contains information that FHFA uses to implement the Suspended Counterparty Program by which the Federal National Mortgage Association (Fannie Mae), the Federal Home Loan Mortgage Corporation (Freddie Mac), and the eleven Federal Home Loan Banks (Banks) are required to submit reports to FHFA when they become aware that an individual or institutions and any affiliates thereof, who are currently or have been engaged in a covered transaction with a regulated entity within three years of when the regulated entity becomes aware of covered misconduct, have engaged in fraud or other financial misconduct.",Notice,"In accordance with the requirements of the Privacy Act of 1974, as amended, (Privacy Act), the Federal Housing Finance Agency (FHFA) is making a revision to an existing system of records entitled ``Suspended Counterparty System'' (FHFA-23). The...",FEDERAL HOUSING FINANCE AGENCY,federal-housing-finance-agency,https://www.federalregister.gov/agencies/federal-housing-finance-agency,https://www.federalregister.gov/documents/2018/03/06/2018-04527/privacy-act-of-1974-system-of-records,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04527.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04527.pdf?1520263404,https://www.federalregister.gov/api/v1/agencies/174.json,
2018-04479,2018-03-06,221,Health and Human Services Department,Centers for Disease Control and Prevention,Notice of Closed Meeting,,Notice,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/06/2018-04479/notice-of-closed-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04479.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04479.pdf?1520263518,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04477,2018-03-06,221,Health and Human Services Department,Centers for Disease Control and Prevention,Advisory Council for the Elimination of Tuberculosis Meeting (ACET),"In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting of the Advisory Council for the Elimination of Tuberculosis Meeting (ACET). This meeting is open to the public, limited only by 100 room seating and 100 ports for audio phone lines. Time will be available for public comment. The public is welcome to submit written comments in advance of the meeting. Comments should be submitted in writing by email to the contact person listed below. The deadline for receipt is Monday, April 9, 2018. Persons who desire to make an oral statement, may request it at the time of the public comment period on April 17, 2018 at 3:20 p.m. EDT. This meeting is accessible by web conference: 1-877-927-1433 and participant passcode: 12016435 and https://adobeconnect.cdc.gov/r5p8l2tytpq/.",Notice,"In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting of the Advisory Council for the Elimination of Tuberculosis Meeting (ACET). This meeting is open to the public, limited only by 100 room seating and 100...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/06/2018-04477/advisory-council-for-the-elimination-of-tuberculosis-meeting-acet,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04477.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04477.pdf?1520265735,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04475,2018-03-06,221,Health and Human Services Department,Centers for Disease Control and Prevention,Clinical Laboratory Improvement Advisory Committee (CLIAC),"In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting for the Clinical Laboratory Improvement Advisory Committee (CLIAC). This meeting is open to the public, limited only by the space available. The meeting room accommodates approximately 100 people. The public is also welcome to view the meeting by webcast. Check the CLIAC website on the day of the meeting for the webcast link https://wwwn.cdc.gov/cliac/. Please see information regarding attending the meeting in the summary section below.",Notice,"In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting for the Clinical Laboratory Improvement Advisory Committee (CLIAC). This meeting is open to the public, limited only by the space available. The meeting room...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/06/2018-04475/clinical-laboratory-improvement-advisory-committee-cliac,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04475.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04475.pdf?1520265620,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04476,2018-03-06,221,Health and Human Services Department,Centers for Disease Control and Prevention,"Advisory Board on Radiation and Worker Health (ABRWH or the Advisory Board), National Institute for Occupational Safety and Health (NIOSH)","In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting of the Advisory Board on Radiation and Worker Health (ABRWH). This meeting is open to the public, limited only by the space available. The meeting space accommodates approximately 150 people. The public is welcome to submit written comments in advance of the meeting, to the contact person below. Written comments received in advance of the meeting will be included in the official record of the meeting. The public is also welcome to listen to the meeting by joining the teleconference at the USA toll-free, dial-in number at 1- 866-659-0537; the pass code is 9933701. The conference line has 150 ports for callers. The Web conference by which the public can view presentations as they are presented is https://webconf.cdc.gov/zab6/yzdq02pl?sl=1.",Notice,"In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting of the Advisory Board on Radiation and Worker Health (ABRWH). This meeting is open to the public, limited only by the space available. The meeting space...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/06/2018-04476/advisory-board-on-radiation-and-worker-health-abrwh-or-the-advisory-board-national-institute-for,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04476.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04476.pdf?1520263399,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04478,2018-03-06,221,Health and Human Services Department,Centers for Disease Control and Prevention,Notice of Closed Meeting,,Notice,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/06/2018-04478/notice-of-closed-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04478.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04478.pdf?1520265675,https://www.federalregister.gov/api/v1/agencies/221.json,
