document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-06247,2018-03-29,409,Postal Regulatory Commission,,New Postal Products,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",Notice,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",POSTAL REGULATORY COMMISSION,postal-regulatory-commission,https://www.federalregister.gov/agencies/postal-regulatory-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06247/new-postal-products,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06247.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06247.pdf?1522241121,https://www.federalregister.gov/api/v1/agencies/409.json,
2018-06337,2018-03-29,409,Postal Regulatory Commission,,New Postal Product,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",Notice,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",POSTAL REGULATORY COMMISSION,postal-regulatory-commission,https://www.federalregister.gov/agencies/postal-regulatory-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06337/new-postal-product,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06337.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06337.pdf?1522241132,https://www.federalregister.gov/api/v1/agencies/409.json,
2018-06265,2018-03-29,410,Postal Service,,Product Change-Priority Mail Negotiated Service Agreement,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,Notice,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,POSTAL SERVICE,postal-service,https://www.federalregister.gov/agencies/postal-service,https://www.federalregister.gov/documents/2018/03/29/2018-06265/product-change-priority-mail-negotiated-service-agreement,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06265.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06265.pdf?1522241123,https://www.federalregister.gov/api/v1/agencies/410.json,
2018-06299,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BYX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Paragraph (c)(5) of Exchange Rule 11.9 Describing the Operation of Minimum Quantity Orders",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06299/self-regulatory-organizations-cboe-byx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06299.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06299.pdf?1522241128,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06297,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; NYSE Arca, Inc.; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade the Shares of the ProShares Bitcoin ETF and the ProShares Short Bitcoin ETF Under NYSE Arca Rule 8.200-E, Commentary .02",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06297/self-regulatory-organizations-nyse-arca-inc-order-instituting-proceedings-to-determine-whether-to,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06297.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06297.pdf?1522241127,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06266,2018-03-29,466,Securities and Exchange Commission,,Consolidated Tape Association; Notice of Filing and Immediate Effectiveness of the Twenty-Third Charges Amendment to the Second Restatement of the CTA Plan and the Fourteenth Charges Amendment to the Restated CQ Plan,,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06266/consolidated-tape-association-notice-of-filing-and-immediate-effectiveness-of-the-twenty-third,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06266.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06266.pdf?1522241123,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06267,2018-03-29,466,Securities and Exchange Commission,,"Joint Industry Plan; Notice of Filing and Immediate Effectiveness of the Forty-Second Amendment to the Joint Self-Regulatory Organization Plan Governing the Collection, Consolidation and Dissemination of Quotation and Transaction Information for Nasdaq-Listed Securities Traded on Exchanges on an Unlisted Trading Privileges Basis",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06267/joint-industry-plan-notice-of-filing-and-immediate-effectiveness-of-the-forty-second-amendment-to,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06267.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06267.pdf?1522241123,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06302,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; CboeEDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Paragraph (h) of Exchange Rule 11.6 Describing the Operation of Orders With a Minimum Execution Quantity Instruction",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06302/self-regulatory-organizations-cboeedga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06302.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06302.pdf?1522241128,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06298,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Exchange's Transaction Fees at Chapter XV, Section 2, Which Governs the Pricing for Nasdaq Participants Using The Nasdaq Options Market",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06298/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06298.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06298.pdf?1522241127,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06296,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe Exchange, Inc.; Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change Relating to Flexibly Structured Options",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06296/self-regulatory-organizations-cboe-exchange-inc-notice-of-designation-of-a-longer-period-for,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06296.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06296.pdf?1522241127,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06339,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing of Amendment No. 1 and Order Granting Accelerated Approval of a Proposed Rule Change, as Modified by Amendment No. 1, To Adopt New Equity Trading Rules To Trade Securities Pursuant to Unlisted Trading Privileges, Including Orders and Modifiers, Order Ranking and Display, and Order Execution and Routing on Pillar, the Exchange's New Trading Technology Platform",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06339/self-regulatory-organizations-new-york-stock-exchange-llc-notice-of-filing-of-amendment-no-1-and,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06339.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06339.pdf?1522241133,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06301,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Paragraph (h) of Exchange Rule 11.6 Describing the Operation of Orders With a Minimum Execution Quantity Instruction",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06301/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06301.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06301.pdf?1522241128,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06300,2018-03-29,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Paragraph (c)(5) of Exchange Rule 11.9 Describing the Operation of Minimum Quantity Orders",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/03/29/2018-06300/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06300.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06300.pdf?1522241128,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-06365,2018-03-29,468,Small Business Administration,,Reporting and Recordkeeping Requirements Under OMB Review,"The Small Business Administration (SBA) is publishing this notice to comply with requirements of the Paperwork Reduction Act (PRA), which requires agencies to submit proposed reporting and recordkeeping requirements to OMB for review and approval, and to publish a notice in the Federal Register notifying the public that the agency has made such a submission. This notice also allows an additional 30 days for public comments.",Notice,"The Small Business Administration (SBA) is publishing this notice to comply with requirements of the Paperwork Reduction Act (PRA), which requires agencies to submit proposed reporting and recordkeeping requirements to OMB for review and approval, and...",SMALL BUSINESS ADMINISTRATION,small-business-administration,https://www.federalregister.gov/agencies/small-business-administration,https://www.federalregister.gov/documents/2018/03/29/2018-06365/reporting-and-recordkeeping-requirements-under-omb-review,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06365.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06365.pdf?1522241137,https://www.federalregister.gov/api/v1/agencies/468.json,
2018-06263,2018-03-29,468,Small Business Administration,,Solicitation of Nominations for Appointment to Small Business Regional Regulatory Fairness Boards,"The SBA Office of the National Ombudsman (ONO) is issuing this notice to solicit nominations of qualified owners, operators, and officers of small business concerns to be considered for appointment by the SBA Administrator as a member of a Small Business Regional Regulatory Fairness Board (``RegFair Board''). The RegFair Board members on the ten regional boards serve as advisors to the National Ombudsman on regulatory enforcement and compliance issues of concern to small business owners within their respective regions and surface those issues to the attention of the National Ombudsman. Nominations of qualified candidates are being sought to fill vacancies on the RegFair Boards. RegFair Board members are appointed by, and serve at the pleasure of, the SBA Administrator for terms of no longer than three years. The Administrator may reappoint an individual for additional terms of service. Board members serve without compensation. They will, however, be reimbursed for authorized travel-related expenses at per diem rates established by GSA when asked to perform official duties as a Board member.",Notice,"The SBA Office of the National Ombudsman (ONO) is issuing this notice to solicit nominations of qualified owners, operators, and officers of small business concerns to be considered for appointment by the SBA Administrator as a member of a Small...",SMALL BUSINESS ADMINISTRATION,small-business-administration,https://www.federalregister.gov/agencies/small-business-administration,https://www.federalregister.gov/documents/2018/03/29/2018-06263/solicitation-of-nominations-for-appointment-to-small-business-regional-regulatory-fairness-boards,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06263.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06263.pdf?1522241123,https://www.federalregister.gov/api/v1/agencies/468.json,
2018-06342,2018-03-29,476,State Department,,Fine Arts Committee Notice of Meeting,,Notice,,DEPARTMENT OF STATE,state-department,https://www.federalregister.gov/agencies/state-department,https://www.federalregister.gov/documents/2018/03/29/2018-06342/fine-arts-committee-notice-of-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06342.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06342.pdf?1522241133,https://www.federalregister.gov/api/v1/agencies/476.json,
2018-06262,2018-03-29,481,Surface Transportation Board,,"Union Pacific Railroad Company-Abandonment Exemption-in Harris County, Tex.",,Notice,,SURFACE TRANSPORTATION BOARD,surface-transportation-board,https://www.federalregister.gov/agencies/surface-transportation-board,https://www.federalregister.gov/documents/2018/03/29/2018-06262/union-pacific-railroad-company-abandonment-exemption-in-harris-county-tex,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06262.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06262.pdf?1522241122,https://www.federalregister.gov/api/v1/agencies/481.json,
2018-06333,2018-03-29,492,Transportation Department,Federal Aviation Administration,Petition for Exemption; Summary of Petition Received; Southern Utah University,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.",Notice,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/03/29/2018-06333/petition-for-exemption-summary-of-petition-received-southern-utah-university,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06333.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06333.pdf?1522241132,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-06332,2018-03-29,492,Transportation Department,Federal Aviation Administration,Petition for Exemption; Summary of Petition Received; DroneSeed Co.,"This notice contains a summary of a petition seeking relief from specified requirements of Title 14 of the Code of Federal Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.",Notice,"This notice contains a summary of a petition seeking relief from specified requirements of Title 14 of the Code of Federal Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/03/29/2018-06332/petition-for-exemption-summary-of-petition-received-droneseed-co,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06332.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06332.pdf?1522241132,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-06329,2018-03-29,492,Transportation Department,Federal Highway Administration,"Environmental Impact Statement: Alexander, Pulaski, and Union Counties, Illinois","The FHWA is issuing this notice to advise the public that an environmental impact statement will not be prepared for a proposed transportation project in Alexander, Pulaski, and Union Counties, Illinois between the intersection of Illinois Route 3 with Illinois Route 146 and Interstate 57.",Notice,"The FHWA is issuing this notice to advise the public that an environmental impact statement will not be prepared for a proposed transportation project in Alexander, Pulaski, and Union Counties, Illinois between the intersection of Illinois Route 3 with...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/03/29/2018-06329/environmental-impact-statement-alexander-pulaski-and-union-counties-illinois,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06329.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06329.pdf?1522241132,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-06281,2018-03-29,492,Transportation Department,Federal Railroad Administration,Automation in the Railroad Industry,"This request for information notice replaces the version published in the Federal Register on March 22, 2018 (83 FR 12646), to make technical corrections to the prior version. FRA requests information and comment on the future of automation in the railroad industry. FRA is interested in hearing from industry stakeholders, the public, local and State governments, and any other interested parties on the potential benefits, costs, risks, and challenges to implementing automated railroad operations. FRA also seeks comment on how the agency can best support the railroad industry's development and implementation of new and emerging technologies in automation that could lead to safety improvements or increased efficiencies in railroad operations.",Notice,"This request for information notice replaces the version published in the Federal Register on March 22, 2018 (83 FR 12646), to make technical corrections to the prior version. FRA requests information and comment on the future of automation in the...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/03/29/2018-06281/automation-in-the-railroad-industry,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06281.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06281.pdf?1522241124,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-06305,2018-03-29,497,Treasury Department,,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Multiple TTB Information Collection Requests,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication of this notice. The public is invited to submit comments on these requests.",Notice,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication...",DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/03/29/2018-06305/agency-information-collection-activities-submission-for-omb-review-comment-request-multiple-ttb,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06305.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06305.pdf?1522241128,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-06340,2018-03-29,497,Treasury Department,,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Changes in Periods of Accounting,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication of this notice. The public is invited to submit comments on these requests.",Notice,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication...",DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/03/29/2018-06340/agency-information-collection-activities-submission-for-omb-review-comment-request-changes-in,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06340.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06340.pdf?1522241133,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-06598,2018-03-29,538,Executive Office of the President,,"Education and Sharing Day, U.S.A., 2018",,Presidential Document,,EXECUTIVE OFFICE OF THE PRESIDENT,executive-office-of-the-president,https://www.federalregister.gov/agencies/executive-office-of-the-president,https://www.federalregister.gov/documents/2018/03/29/2018-06598/education-and-sharing-day-usa-2018,https://www.gpo.gov/fdsys/pkg/FR-2018-03-29/pdf/2018-06598.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06598.pdf?1522250121,https://www.federalregister.gov/api/v1/agencies/538.json,
2018-06164,2018-03-28,221,Health and Human Services Department,Food and Drug Administration,"Cigarettes, Smokeless Tobacco, and Covered Tobacco Products; Change of Office Name and Address; Technical Amendment","The Food and Drug Administration (FDA or Agency) is amending its Cigarettes, Smokeless Tobacco, and Covered Tobacco Products regulations to reflect a change of office name and mailing address for the Center for Tobacco Products' (CTP's) Office of Compliance and Enforcement. This action is editorial in nature and is intended to improve the accuracy of the Agency's regulations.",Rule,"The Food and Drug Administration (FDA or Agency) is amending its Cigarettes, Smokeless Tobacco, and Covered Tobacco Products regulations to reflect a change of office name and mailing address for the Center for Tobacco Products' (CTP's) Office of...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/28/2018-06164/cigarettes-smokeless-tobacco-and-covered-tobacco-products-change-of-office-name-and-address,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06164.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06164.pdf?1522154725,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-06241,2018-03-28,497,Treasury Department,Internal Revenue Service,Allocation of Controlled Group Research Credit,This document contains final regulations relating to the allocation of the credit for increasing research activities (research credit) to corporations and trades or businesses under common control (controlled groups). This document also contains final regulations relating to the allocation of the railroad track maintenance credit and the election for a reduced research credit.,Rule,This document contains final regulations relating to the allocation of the credit for increasing research activities (research credit) to corporations and trades or businesses under common control (controlled groups). This document also contains final...,DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/03/28/2018-06241/allocation-of-controlled-group-research-credit,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06241.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06241.pdf?1522154735,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-06213,2018-03-28,227,Homeland Security Department,Coast Guard,"Safety Zone; Lower Mississippi River, Port Gibson, MS","The Coast Guard is establishing an emergency temporary safety zone for all navigable waters of the Lower Mississippi River, extending the entire width of the river, from mile marker (MM) 405 to MM 408. This emergency safety zone is necessary to protect persons, property, and infrastructure from potential damage and safety hazards associated with vessels transiting this area during high water. This rule prohibits persons and vessels from entering the safety zone area unless specifically authorized by the Captain of the Port Sector Lower Mississippi River (COTP) or a designated representative.",Rule,"The Coast Guard is establishing an emergency temporary safety zone for all navigable waters of the Lower Mississippi River, extending the entire width of the river, from mile marker (MM) 405 to MM 408. This emergency safety zone is necessary to protect...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/03/28/2018-06213/safety-zone-lower-mississippi-river-port-gibson-ms,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06213.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06213.pdf?1522154730,https://www.federalregister.gov/api/v1/agencies/227.json,
2018-06127,2018-03-28,227,Homeland Security Department,Coast Guard,"Safety Zone; Pensacola Bay, Pensacola, FL","The Coast Guard is establishing a temporary safety zone for all navigable waters on Pensacola Bay within 100 yards of each vessel participating in the Tall Ships Pensacola marine event and parade in Pensacola, FL and within 100 yards of the Port of Pensacola for the duration of the marine event and parade. This rule is necessary to provide for the safety of life and property on these navigable waters during the Tall Ships Pensacola marine event. This rule will prohibit persons and vessels from entering the safety zone unless specifically authorized by the Captain of the Port Sector Mobile (COTP) or a designated representative.",Rule,"The Coast Guard is establishing a temporary safety zone for all navigable waters on Pensacola Bay within 100 yards of each vessel participating in the Tall Ships Pensacola marine event and parade in Pensacola, FL and within 100 yards of the Port of...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/03/28/2018-06127/safety-zone-pensacola-bay-pensacola-fl,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06127.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06127.pdf?1522154719,https://www.federalregister.gov/api/v1/agencies/227.json,
2018-06126,2018-03-28,145,Environmental Protection Agency,,Air Plan Revisions; Salt River Pima-Maricopa Indian Community; Navajo Nation; California; Correcting Amendments,"On April 29, 2011, the Environmental Protection Agency (EPA) published a direct final rule in the Federal Register redesignating a section in the air quality planning and management regulations for Indian Country; and on January 17, 2012, February 13, 2012, July 2, 2012, June 14, 2017, and June 21, 2017, the EPA published final rules in the Federal Register approving certain revisions to the California State Implementation Plan (SIP). In these final rules, the EPA included inaccurate amendatory instructions that have prevented incorporation of the final actions into the CFR. All the errors are being corrected by this action.",Rule,"On April 29, 2011, the Environmental Protection Agency (EPA) published a direct final rule in the Federal Register redesignating a section in the air quality planning and management regulations for Indian Country; and on January 17, 2012, February 13,...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/28/2018-06126/air-plan-revisions-salt-river-pima-maricopa-indian-community-navajo-nation-california-correcting,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06126.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06126.pdf?1522154719,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-06129,2018-03-28,145,Environmental Protection Agency,,"Approval and Promulgation of Air Quality Implementation Plans; Maryland; Reasonably Available Control Technology for Cement Kilns, Revisions to Portland Cement Manufacturing Plant and Natural Gas Compression Station Regulations, and Removal of Nitrogen Oxides Reduction and Trading Program Replaced by Other Programs and Regulations","The Environmental Protection Agency (EPA) is approving state implementation plan (SIP) revisions submitted by the State of Maryland. The revisions pertain to reasonably available control technology (RACT) for cement kilns, revisions to and recodification of certain provisions for Portland cement manufacturing plants (cement plants) and internal combustion (IC) engines at natural gas compression stations, and removal of the obsolete Nitrogen Oxides (NO<INF>X</INF>) Reduction and Trading Program that has been replaced by other trading programs or addressed in other regulations. EPA is approving these revisions in accordance with the requirements of the Clean Air Act (CAA).",Rule,"The Environmental Protection Agency (EPA) is approving state implementation plan (SIP) revisions submitted by the State of Maryland. The revisions pertain to reasonably available control technology (RACT) for cement kilns, revisions to and...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/28/2018-06129/approval-and-promulgation-of-air-quality-implementation-plans-maryland-reasonably-available-control,https://www.gpo.gov/fdsys/pkg/FR-2018-03-28/pdf/2018-06129.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-06129.pdf?1522154720,https://www.federalregister.gov/api/v1/agencies/145.json,
