document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-08159,2018-04-19,12,Agriculture Department,Forest Service,"Wayne National Forest: Athens, Gallia, Hocking, Jackson, Lawrence, Monroe, Morgan, Noble, Perry, Scioto, Vinton and Washington Counties; Ohio; Assessment Report of Ecological, Social and Economic Conditions, Trends and Sustainability for the Wayne National Forest","The Wayne National Forest (Wayne), located in the Unglaciated Allegheny Plateau of southeast Ohio, is initiating the forest planning process pursuant to the 2012 Planning Rule. This process will result in a revised and updated Natural Resource Land Management Plan for the Wayne, often referred to as the Forest Plan, which will guide all resource management activities on the Wayne for approximately the next fifteen years. The current Wayne Forest Plan was completed in 2006. The plan revision process encompasses three stages: Assessment, plan development, and implementation and monitoring. This notice announces the initiation of the assessment phase, the first stage of the plan revision process. The assessment shall rapidly identify and consider relevant and readily accessible information about ecological, social and economic conditions and trends in the planning area. Findings will be documented in an assessment report that will be available for public comment.",Notice,"The Wayne National Forest (Wayne), located in the Unglaciated Allegheny Plateau of southeast Ohio, is initiating the forest planning process pursuant to the 2012 Planning Rule. This process will result in a revised and updated Natural Resource Land...",DEPARTMENT OF AGRICULTURE,agriculture-department,https://www.federalregister.gov/agencies/agriculture-department,https://www.federalregister.gov/documents/2018/04/19/2018-08159/wayne-national-forest-athens-gallia-hocking-jackson-lawrence-monroe-morgan-noble-perry-scioto-vinton,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08159.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08159.pdf?1524055520,https://www.federalregister.gov/api/v1/agencies/12.json,
2018-08116,2018-04-19,54,Commerce Department,International Trade Administration,Certain Aluminum Foil From the People's Republic of China: Amended Final Affirmative Countervailing Duty Determination and Countervailing Duty Order,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (the ITC), Commerce is issuing a countervailing duty (CVD) order on certain aluminum foil (aluminum foil) from the People's Republic of China (China). In addition, Commerce is amending its final CVD determination with respect to aluminum foil from China, to correct ministerial errors.",Notice,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (the ITC), Commerce is issuing a countervailing duty (CVD) order on certain aluminum foil (aluminum foil) from the People's...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08116/certain-aluminum-foil-from-the-peoples-republic-of-china-amended-final-affirmative-countervailing,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08116.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08116.pdf?1524055518,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08115,2018-04-19,54,Commerce Department,International Trade Administration,Certain Aluminum Foil From the People's Republic of China: Amended Final Determination of Sales at Less Than Fair Value and Antidumping Duty Order,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (the ITC), Commerce is issuing an antidumping duty (AD) order on certain aluminum foil from the People's Republic of China (China). In addition, Commerce is amending its final determination of sales at less than fair value (LTFV) from China as a result of a ministerial error.",Notice,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (the ITC), Commerce is issuing an antidumping duty (AD) order on certain aluminum foil from the People's Republic of China...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08115/certain-aluminum-foil-from-the-peoples-republic-of-china-amended-final-determination-of-sales-at,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08115.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08115.pdf?1524055518,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08198,2018-04-19,54,Commerce Department,International Trade Administration,"Polyester Staple Fiber From the Republic of Korea and Taiwan: Preliminary Results of Changed Circumstances Reviews, and Intent To Revoke Antidumping Duty Orders in Part","On December 8, 2017, the Department of Commerce (Commerce) received a request for revocation, in part, of the antidumping duty (AD) orders on polyester staple fiber (PSF) from the Republic of Korea (Korea) and Taiwan with respect to low-melt PSF. We preliminarily determine that the Orders shall be revoked, in part, with respect to low-melt PSF, as described below. Commerce invites interested parties to comment on these preliminary results.",Notice,"On December 8, 2017, the Department of Commerce (Commerce) received a request for revocation, in part, of the antidumping duty (AD) orders on polyester staple fiber (PSF) from the Republic of Korea (Korea) and Taiwan with respect to low-melt PSF. We...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08198/polyester-staple-fiber-from-the-republic-of-korea-and-taiwan-preliminary-results-of-changed,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08198.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08198.pdf?1524055527,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08194,2018-04-19,54,Commerce Department,National Oceanic and Atmospheric Administration,Proposed Information Collection; Comment Request; Marine Technology and Services Enterprise Impact and Utilization Survey Sponsored by the U.S. Integrated Ocean Observing System,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08194/proposed-information-collection-comment-request-marine-technology-and-services-enterprise-impact-and,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08194.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08194.pdf?1524055527,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08195,2018-04-19,54,Commerce Department,National Oceanic and Atmospheric Administration,Proposed Information Collection; Comment Request; Coastal Ocean Program Grants Proposal Application Package,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08195/proposed-information-collection-comment-request-coastal-ocean-program-grants-proposal-application,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08195.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08195.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08193,2018-04-19,54,Commerce Department,National Oceanic and Atmospheric Administration,Proposed Information Collection; Comment Request; West Coast Limited Entry Groundfish Fixed Gear Economic Data Collection,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08193/proposed-information-collection-comment-request-west-coast-limited-entry-groundfish-fixed-gear,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08193.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08193.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08225,2018-04-19,54,Commerce Department,National Telecommunications and Information Administration,Commerce Spectrum Management Advisory Committee,The National Telecommunications and Information Administration (NTIA) is seeking applications from persons interested in serving on the Department of Commerce Spectrum Management Advisory Committee (CSMAC or committee) for two-year terms. The CSMAC provides advice to the Assistant Secretary for Communications and Information and NTIA Administrator on spectrum policy matters.,Notice,The National Telecommunications and Information Administration (NTIA) is seeking applications from persons interested in serving on the Department of Commerce Spectrum Management Advisory Committee (CSMAC or committee) for two-year terms. The CSMAC...,DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08225/commerce-spectrum-management-advisory-committee,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08225.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08225.pdf?1524055531,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08224,2018-04-19,54,Commerce Department,National Telecommunications and Information Administration,Recruitment of First Responder Network Authority Board Members,"The National Telecommunications and Information Administration (NTIA) issues this Notice on behalf of the First Responder Network Authority (FirstNet) to initiate the annual process to seek expressions of interest from individuals who would like to serve on the FirstNet Board. One of the 12 appointments of nonpermanent members to the FirstNet Board, expiring August 2019, is currently vacant. Additionally, four of the 12 appointments of nonpermanent members to the FirstNet Board expire in August 2018, creating a total of five available appointments to the FirstNet Board. NTIA issues this Notice to obtain expressions of interest in being selected by the Secretary to the FirstNet Board.",Notice,The National Telecommunications and Information Administration (NTIA) issues this Notice on behalf of the First Responder Network Authority (FirstNet) to initiate the annual process to seek expressions of interest from individuals who would like to...,DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/04/19/2018-08224/recruitment-of-first-responder-network-authority-board-members,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08224.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08224.pdf?1524055532,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-08287,2018-04-19,77,Commodity Futures Trading Commission,,Sunshine Act Meetings,,Notice,,COMMODITY FUTURES TRADING COMMISSION,commodity-futures-trading-commission,https://www.federalregister.gov/agencies/commodity-futures-trading-commission,https://www.federalregister.gov/documents/2018/04/19/2018-08287/sunshine-act-meetings,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08287.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08287.pdf?1523996118,https://www.federalregister.gov/api/v1/agencies/77.json,
2018-08199,2018-04-19,103,Defense Department,Air Force Department,"Notice of Intent To Prepare a Supplemental Environmental Impact Statement for Tinian Divert Infrastructure Improvements, Commonwealth of the Mariana Islands","The United States Air Force (USAF) is issuing this notice to advise the public of the intent to prepare a Supplemental Environmental Impact Statement (SEIS) for the proposed Tinian Divert Infrastructure Improvements. The SEIS will assess the potential environmental consequences of the construction of a fuel pipeline and associated support facilities, and improvements to existing roadways, on the island of Tinian in the Commonwealth of the Northern Mariana Islands (CNMI).",Notice,The United States Air Force (USAF) is issuing this notice to advise the public of the intent to prepare a Supplemental Environmental Impact Statement (SEIS) for the proposed Tinian Divert Infrastructure Improvements. The SEIS will assess the potential...,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/04/19/2018-08199/notice-of-intent-to-prepare-a-supplemental-environmental-impact-statement-for-tinian-divert,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08199.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08199.pdf?1524055527,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-08205,2018-04-19,103,Defense Department,Army Department,"Environmental Impact Statement for Area Development Plan, Davison Army Airfield, Fort Belvoir, VA","The Department of the Army (Army) announces its intent to conduct public scoping under the National Environmental Policy Act (NEPA) and solicit public comments to gather information to prepare an Environmental Impact Statement (EIS) for a proposed Area Development Plan (ADP) for Davison Army Airfield (DAAF), U.S. Army Garrison Fort Belvoir (Fort Belvoir), Virginia. The EIS will analyze the potential environmental impacts that would result from implementing the projects identified in the ADP (Proposed Action). The Proposed Action consists of multiple new construction, replacement, demolition, and renovation projects at DAAF. The Proposed Action does not include, nor would it require, substantial changes in missions, air operations, or the number of aircraft or personnel. The scoping process will help identify reasonable alternatives, potential environmental impacts, and key issues of concern to be analyzed in the EIS. The Army intends to comply with the requirements of Section 106 of the National Historic Preservation Act in parallel with this NEPA process, and invites federally recognized tribes and the State Historic Preservation Office to participate in the consultation process.",Notice,The Department of the Army (Army) announces its intent to conduct public scoping under the National Environmental Policy Act (NEPA) and solicit public comments to gather information to prepare an Environmental Impact Statement (EIS) for a proposed Area...,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/04/19/2018-08205/environmental-impact-statement-for-area-development-plan-davison-army-airfield-fort-belvoir-va,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08205.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08205.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-08210,2018-04-19,103,Defense Department,,Arms Sales Notification,The Department of Defense is publishing the unclassified text of an arms sales notification.,Notice,The Department of Defense is publishing the unclassified text of an arms sales notification.,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/04/19/2018-08210/arms-sales-notification,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08210.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08210.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-08217,2018-04-19,103,Defense Department,,Arms Sales Notification,The Department of Defense is publishing the unclassified text of an arms sales notification.,Notice,The Department of Defense is publishing the unclassified text of an arms sales notification.,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/04/19/2018-08217/arms-sales-notification,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08217.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08217.pdf?1524055530,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-08214,2018-04-19,103,Defense Department,,Arms Sales Notification,The Department of Defense is publishing the unclassified text of an arms sales notification.,Notice,The Department of Defense is publishing the unclassified text of an arms sales notification.,DEPARTMENT OF DEFENSE,defense-department,https://www.federalregister.gov/agencies/defense-department,https://www.federalregister.gov/documents/2018/04/19/2018-08214/arms-sales-notification,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08214.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08214.pdf?1524055529,https://www.federalregister.gov/api/v1/agencies/103.json,
2018-08237,2018-04-19,126,Education Department,,Applications for New Awards; Education Innovation and Research Program-Expansion Grants,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Expansion Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411A (Expansion Grants).",Notice,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Expansion Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411A (Expansion...",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08237/applications-for-new-awards-education-innovation-and-research-program-expansion-grants,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08237.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08237.pdf?1524055532,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08223,2018-04-19,126,Education Department,,Agency Information Collection Activities; Comment Request; Formula Grant EASIE Annual Performance Report,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",Notice,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08223/agency-information-collection-activities-comment-request-formula-grant-easie-annual-performance,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08223.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08223.pdf?1524055532,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08212,2018-04-19,126,Education Department,,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application for the U.S. Presidential Scholars Program,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",Notice,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08212/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08212.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08212.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08239,2018-04-19,126,Education Department,,Applications for New Awards; Education Innovation and Research Program-Early-Phase Grants,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Early-phase Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411C (Early-phase Grants).",Notice,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Early-phase Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411C...",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08239/applications-for-new-awards-education-innovation-and-research-program-early-phase-grants,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08239.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08239.pdf?1524055533,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08238,2018-04-19,126,Education Department,,Applications for New Awards; Education Innovation and Research Program-Mid-Phase Grants,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Mid-phase Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411B (Mid-phase Grants).",Notice,"The Department of Education (Department) is issuing a notice inviting applications for fiscal year (FY) 2018 for the Education Innovation and Research Program--Mid-phase Grants, Catalog of Federal Domestic Assistance (CFDA) number 84.411B (Mid-phase...",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08238/applications-for-new-awards-education-innovation-and-research-program-mid-phase-grants,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08238.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08238.pdf?1524055533,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08202,2018-04-19,126,Education Department,,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Fiscal Operations Report for 2017-2018 and Application To Participate 2019-2020 (FISAP) and Reallocation Form,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",Notice,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08202/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08202.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08202.pdf?1524055527,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08209,2018-04-19,126,Education Department,,Agency Information Collection Activities; Extension Grants Funding Opportunity for FY 2011 and FY 2012 Promise Neighborhoods Implementation Grantees (84.215N),"In accordance with the Paperwork Reduction Act of 1995, ED is requesting the Office of Management and Budget (OMB) to conduct an emergency review of a new information collection.",Notice,"In accordance with the Paperwork Reduction Act of 1995, ED is requesting the Office of Management and Budget (OMB) to conduct an emergency review of a new information collection.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/04/19/2018-08209/agency-information-collection-activities-extension-grants-funding-opportunity-for-fy-2011-and-fy,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08209.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08209.pdf?1524055528,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-08211,2018-04-19,136,Energy Department,,Appliance Standards and Rulemaking Federal Advisory Committee,"Pursuant to the Federal Advisory Committee Act, and following consultation with the Committee Management Secretariat, General Services Administration, notice is hereby given that the Appliance Standards and Rulemaking Federal Advisory Committee's (ASRAC) charter is being renewed. The Committee will provide advice and recommendations to the Secretary of Energy on matters concerning the DOE's Appliances and Commercial Equipment Standards Program's test procedures and rulemaking process. Additionally, the renewal of the ARSAC has been determined to be essential to conduct business of the Department of Energy's and to be the in the public interest in connection with the performance of duties imposed upon the Department of Energy, by law and agreement. The Committee will continue to operate in accordance with the provisions of the Federal Advisory Committee Act, the rules and regulations in implementation of that Act.",Notice,"Pursuant to the Federal Advisory Committee Act, and following consultation with the Committee Management Secretariat, General Services Administration, notice is hereby given that the Appliance Standards and Rulemaking Federal Advisory Committee's...",DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/04/19/2018-08211/appliance-standards-and-rulemaking-federal-advisory-committee,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08211.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08211.pdf?1524055529,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-08149,2018-04-19,136,Energy Department,,"Jordan Cove Energy Project, L.P.: Application To Amend Long-Term, Conditional Authorization To Export Liquefied Natural Gas to Non-Free Trade Agreement Nations and To Amend Application for Long-Term Authorization To Export Liquefied Natural Gas to Non-Free Trade Agreement Nations","The Office of Fossil Energy (FE) of the Department of Energy (DOE) gives notice of receipt of an application for amendment (Amendment), filed on February 6, 2018, by Jordan Cove Energy Project, L.P. (JCEP or Jordan Cove) of both its Conditional Authorization (DOE/ FE Order No. 3413) and pending Application in this proceeding. Protests, motions to intervene, notices of intervention, and written comments addressing the Amendment are invited as described below.",Notice,"The Office of Fossil Energy (FE) of the Department of Energy (DOE) gives notice of receipt of an application for amendment (Amendment), filed on February 6, 2018, by Jordan Cove Energy Project, L.P. (JCEP or Jordan Cove) of both its Conditional...",DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/04/19/2018-08149/jordan-cove-energy-project-lp-application-to-amend-long-term-conditional-authorization-to-export,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08149.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08149.pdf?1524055519,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-08167,2018-04-19,136,Energy Department,Federal Energy Regulatory Commission,Combined Notice of Filings #2,,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/04/19/2018-08167/combined-notice-of-filings-2,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08167.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08167.pdf?1524055523,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-08168,2018-04-19,136,Energy Department,Federal Energy Regulatory Commission,Combined Notice of Filings #1,,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/04/19/2018-08168/combined-notice-of-filings-1,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08168.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08168.pdf?1524055523,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-08169,2018-04-19,136,Energy Department,Federal Energy Regulatory Commission,"Notice of Staff Attendance at The Southwest Power Pool, Inc. Regional Entity Trustee, Regional State Committee, Members Committee, and Board of Directors Meetings",,Notice,,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/04/19/2018-08169/notice-of-staff-attendance-at-the-southwest-power-pool-inc-regional-entity-trustee-regional-state,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08169.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08169.pdf?1524055523,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-08293,2018-04-19,164,Federal Deposit Insurance Corporation,,Sunshine Act Meeting,,Notice,,FEDERAL DEPOSIT INSURANCE CORPORATION,federal-deposit-insurance-corporation,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,https://www.federalregister.gov/documents/2018/04/19/2018-08293/sunshine-act-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08293.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08293.pdf?1523996119,https://www.federalregister.gov/api/v1/agencies/164.json,
2018-08213,2018-04-19,164,Federal Deposit Insurance Corporation,,Notice to All Interested Parties of Intent To Terminate Receiverships,,Notice,,FEDERAL DEPOSIT INSURANCE CORPORATION,federal-deposit-insurance-corporation,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,https://www.federalregister.gov/documents/2018/04/19/2018-08213/notice-to-all-interested-parties-of-intent-to-terminate-receiverships,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08213.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08213.pdf?1524055529,https://www.federalregister.gov/api/v1/agencies/164.json,
2018-08308,2018-04-19,165,Federal Election Commission,,Sunshine Act Meeting,,Notice,,FEDERAL ELECTION COMMISSION,federal-election-commission,https://www.federalregister.gov/agencies/federal-election-commission,https://www.federalregister.gov/documents/2018/04/19/2018-08308/sunshine-act-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08308.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08308.pdf?1523996119,https://www.federalregister.gov/api/v1/agencies/165.json,
2018-08187,2018-04-19,178,Federal Maritime Commission,,Notice of Agreements Filed,,Notice,,FEDERAL MARITIME COMMISSION,federal-maritime-commission,https://www.federalregister.gov/agencies/federal-maritime-commission,https://www.federalregister.gov/documents/2018/04/19/2018-08187/notice-of-agreements-filed,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08187.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08187.pdf?1524055526,https://www.federalregister.gov/api/v1/agencies/178.json,
2018-08226,2018-04-19,188,Federal Reserve System,,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,,Notice,,FEDERAL RESERVE SYSTEM,federal-reserve-system,https://www.federalregister.gov/agencies/federal-reserve-system,https://www.federalregister.gov/documents/2018/04/19/2018-08226/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,https://www.gpo.gov/fdsys/pkg/FR-2018-04-19/pdf/2018-08226.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-08226.pdf?1524055532,https://www.federalregister.gov/api/v1/agencies/188.json,
