document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-10840,2018-05-22,383,Nuclear Regulatory Commission,,U.S. Army Installation Command,"The U.S. Nuclear Regulatory Commission (NRC) has issued a director's decision in response to a petition dated March 16, 2017, filed by Dr. Michael Reimer (the petitioner), requesting that the NRC take enforcement-related action with regard to the U.S. Army Installation Management Command (the licensee). The petitioner's requests and the director's decision are included in the SUPPLEMENTARY INFORMATION section of this document.",Notice,"The U.S. Nuclear Regulatory Commission (NRC) has issued a director's decision in response to a petition dated March 16, 2017, filed by Dr. Michael Reimer (the petitioner), requesting that the NRC take enforcement-related action with regard to the U.S....",NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10840/us-army-installation-command,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10840.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10840.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-10831,2018-05-22,383,Nuclear Regulatory Commission,,"Entergy Nuclear Operations, Inc.; Indian Point Nuclear Generating Unit Nos. 2 and 3","The U.S. Nuclear Regulatory Commission (NRC) is issuing Volume 5 of the plant-specific Final Supplemental Environmental Impact Statement (FSEIS), Supplement 38 to NUREG-1437, ``Generic Environmental Impact Statement for License Renewal of Nuclear Plants'' (GEIS), regarding the renewal of the Entergy Nuclear Operations, Inc., operating licenses DPR-26 and DPR-64 (Docket Nos. 50-247 and 50-286) for extended plant operation for Indian Point Nuclear Generating Unit Nos. 2 and 3 (IP2 and IP3). This volume of the FSEIS was issued as part of the NRC staff's review of Entergy Nuclear Operations, Inc.'s request for extended plant operation beyond the initial period of 40 years. This volume incorporates new information that the NRC staff has obtained since the publication of Volume 4 of the FSEIS in June 2013.",Notice,"The U.S. Nuclear Regulatory Commission (NRC) is issuing Volume 5 of the plant-specific Final Supplemental Environmental Impact Statement (FSEIS), Supplement 38 to NUREG-1437, ``Generic Environmental Impact Statement for License Renewal of Nuclear...",NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10831/entergy-nuclear-operations-inc-indian-point-nuclear-generating-unit-nos-2-and-3,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10831.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10831.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-10857,2018-05-22,409,Postal Regulatory Commission,,New Postal Product,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",Notice,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning negotiated service agreements. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",POSTAL REGULATORY COMMISSION,postal-regulatory-commission,https://www.federalregister.gov/agencies/postal-regulatory-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10857/new-postal-product,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10857.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10857.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/409.json,
2018-10828,2018-05-22,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Rule 2.12 To Add References to Cboe Options and C2",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10828/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10828.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10828.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-10830,2018-05-22,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Exchanges Schedule of Fees",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10830/self-regulatory-organizations-nasdaq-ise-llc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10830.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10830.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-10829,2018-05-22,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Rule 2.12 To Add References to Cboe Options and C2",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10829/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10829.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10829.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-10827,2018-05-22,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BYX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Rule 2.12 To Add References to Cboe Options and C2",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10827/self-regulatory-organizations-cboe-byx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10827.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10827.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-10950,2018-05-22,492,Transportation Department,Federal Aviation Administration,Notice of Availability of Categorical Exclusion and Record of Decision for the Proposed West Flow Area Navigation Standard Instrument Departure Procedures at Phoenix Sky Harbor International,"The FAA, Western Service Area is issuing this notice to advise the public of the availability of the Categorical Exclusion/Record of Decision (CATEX/ROD) for the Proposed West Flow Area Navigation (RNAV) Standard Instrument Departure (SID) Procedures at Phoenix Sky Harbor International Airport in Phoenix, AZ. The FAA reviewed the action and determined it to be categorically excluded from further environmental documentation.",Notice,"The FAA, Western Service Area is issuing this notice to advise the public of the availability of the Categorical Exclusion/Record of Decision (CATEX/ROD) for the Proposed West Flow Area Navigation (RNAV) Standard Instrument Departure (SID) Procedures...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10950/notice-of-availability-of-categorical-exclusion-and-record-of-decision-for-the-proposed-west-flow,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10950.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10950.pdf?1526906735,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10887,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel MAYFLOWER; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10887/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-mayflower-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10887.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10887.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10883,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel BLACKBIRD X; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10883/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-blackbird-x-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10883.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10883.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10882,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel BLACKBIRD VII; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10882/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-blackbird-vii-invitation-for,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10882.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10882.pdf?1526906727,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10886,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel MAGELLAN; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10886/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-magellan-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10886.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10886.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10884,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel CATATONIC; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10884/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-catatonic-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10884.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10884.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10881,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel ARCADIA; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10881/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-arcadia-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10881.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10881.pdf?1526906727,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10885,2018-05-22,492,Transportation Department,Maritime Administration,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel CATHERINE; Invitation for Public Comments,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by MARAD. The vessel, and a brief description of the proposed service, is listed below.",Notice,"The Secretary of Transportation, as represented by the Maritime Administration (MARAD), is authorized to grant waivers of the U.S.-build requirement of the coastwise laws under certain circumstances. A request for such a waiver has been received by...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/22/2018-10885/requested-administrative-waiver-of-the-coastwise-trade-laws-vessel-catherine-invitation-for-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10885.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10885.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10903,2018-05-22,497,Treasury Department,Comptroller of the Currency,"Sidney Federal Savings and Loan Association, Sidney, Nebraska; Approval of Conversion Application",,Notice,,DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/05/22/2018-10903/sidney-federal-savings-and-loan-association-sidney-nebraska-approval-of-conversion-application,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10903.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10903.pdf?1526906731,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-10841,2018-05-22,497,Treasury Department,Foreign Assets Control Office,Notice of OFAC Sanctions Actions,"The Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of five individuals that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List based on OFAC's determination that one or more applicable legal criteria were satisfied. All property and interests in property subject to U.S. jurisdiction of these person are blocked, and U.S. persons are generally prohibited from engaging in transactions with them.",Notice,The Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of five individuals that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List based on OFAC's determination that one or more...,DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/05/22/2018-10841/notice-of-ofac-sanctions-actions,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10841.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10841.pdf?1526906722,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-10842,2018-05-22,497,Treasury Department,Foreign Assets Control Office,Notice of OFAC Sanctions Action[s],"The Department of the Treasury's Office of Foreign Assets Control (OFAC) is providing additional notice of the following actions, which were taken on March 24, 2016 and July 20, 2016. It is publishing the names of five persons and four entities that were placed on OFAC's Specially Designated Nationals and Blocked Persons List based on OFAC's determination that one or more applicable legal criteria were satisfied. All property and interests in property subject to U.S. jurisdiction of these persons are blocked, and U.S. persons are generally prohibited from engaging in transactions with them.",Notice,"The Department of the Treasury's Office of Foreign Assets Control (OFAC) is providing additional notice of the following actions, which were taken on March 24, 2016 and July 20, 2016. It is publishing the names of five persons and four entities that...",DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/05/22/2018-10842/notice-of-ofac-sanctions-actions,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10842.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10842.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/497.json,
2018-10847,2018-05-22,520,Veterans Affairs Department,,Agency Information Collection Activity: Social Responsibility Survey,"Office of Small and Disadvantaged Business Utilization (OSDBU), Department of Veterans Affairs (VA), is announcing an opportunity for public comment on the proposed collection of certain information by the agency. Under the Paperwork Reduction Act (PRA) of 1995, Federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed reinstatement of a currently approved collection, and allow 60 days for public comment in response to the notice.",Notice,"Office of Small and Disadvantaged Business Utilization (OSDBU), Department of Veterans Affairs (VA), is announcing an opportunity for public comment on the proposed collection of certain information by the agency. Under the Paperwork Reduction Act...",DEPARTMENT OF VETERANS AFFAIRS,veterans-affairs-department,https://www.federalregister.gov/agencies/veterans-affairs-department,https://www.federalregister.gov/documents/2018/05/22/2018-10847/agency-information-collection-activity-social-responsibility-survey,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10847.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10847.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/520.json,
2018-10846,2018-05-22,520,Veterans Affairs Department,,"Agency Information Collection Activity: Certification Regarding Debarment, Suspension, Ineligibility and Voluntary Exclusion (Documents and Information Required for Specially Adapted Housing Assistive Technology Grant) and Scoring Criteria for SAH Assistive Technology Grants","On April 25, 2018, the Department of Veterans Affairs (VA) erroneously posted a consecutive 60-day Federal Register Notice (Certification Regarding Debarment, Suspension, Ineligibility and Voluntary Exclusion (Documents and Information Required for Specially Adapted Housing Assistive Technology Grant) and Scoring Criteria for SAH Assistive Technology Grants) Document Number: 2018-08607; OMB control number: 2900-0821.",Notice,"On April 25, 2018, the Department of Veterans Affairs (VA) erroneously posted a consecutive 60-day Federal Register Notice (Certification Regarding Debarment, Suspension, Ineligibility and Voluntary Exclusion (Documents and Information Required for...",DEPARTMENT OF VETERANS AFFAIRS,veterans-affairs-department,https://www.federalregister.gov/agencies/veterans-affairs-department,https://www.federalregister.gov/documents/2018/05/22/2018-10846/agency-information-collection-activity-certification-regarding-debarment-suspension-ineligibility,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10846.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10846.pdf?1526906722,https://www.federalregister.gov/api/v1/agencies/520.json,
2018-11101,2018-05-22,538,Executive Office of the President,,Efficient Federal Operations,,Presidential Document,,EXECUTIVE OFFICE OF THE PRESIDENT,executive-office-of-the-president,https://www.federalregister.gov/agencies/executive-office-of-the-president,https://www.federalregister.gov/documents/2018/05/22/2018-11101/efficient-federal-operations,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-11101.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-11101.pdf?1526915719,https://www.federalregister.gov/api/v1/agencies/538.json,
2018-10491,2018-05-21,492,Transportation Department,Federal Aviation Administration,Airworthiness Directives; Bell Helicopter Textron Canada Limited (Bell) Helicopters,We are adopting a new airworthiness directive (AD) for Bell Model 407 helicopters. This AD requires repetitive inspections of the tail rotor (TR) driveshaft segment assemblies and a torque check of the TR adapter retention nuts. This AD was prompted by a report of an in- flight failure of the TR drive system. The actions of this AD are intended to detect and correct an unsafe condition on these products.,Rule,We are adopting a new airworthiness directive (AD) for Bell Model 407 helicopters. This AD requires repetitive inspections of the tail rotor (TR) driveshaft segment assemblies and a torque check of the TR adapter retention nuts. This AD was prompted by...,DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/21/2018-10491/airworthiness-directives-bell-helicopter-textron-canada-limited-bell-helicopters,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-10491.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10491.pdf?1526647519,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-09732,2018-05-21,492,Transportation Department,Federal Aviation Administration,"Airworthiness Directives; Bombardier, Inc., Airplanes","We are adopting a new airworthiness directive (AD) for certain Bombardier, Inc., Model CL-600-1A11 (CL-600), CL-600-2A12 (CL-601 Variant), and CL-600-2B16 (CL-601-3A, CL-601-3R, and CL-604 Variants) airplanes. This AD was prompted by reports of fractured rudder pedal tubes on the pilot-side rudder bar assembly. This AD requires repetitive inspections of the rudder pedal tubes for cracking and corrective actions if necessary. Replacement of both pilot-side rudder bar assemblies terminates the inspections. We are issuing this AD to address the unsafe condition on these products.",Rule,"We are adopting a new airworthiness directive (AD) for certain Bombardier, Inc., Model CL-600-1A11 (CL-600), CL-600-2A12 (CL-601 Variant), and CL-600-2B16 (CL-601-3A, CL-601-3R, and CL-604 Variants) airplanes. This AD was prompted by reports of...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/21/2018-09732/airworthiness-directives-bombardier-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-09732.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-09732.pdf?1526647518,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10581,2018-05-21,492,Transportation Department,Federal Aviation Administration,Airworthiness Directives; Sikorsky Aircraft Corporation,We are adopting a new airworthiness directive (AD) for Sikorsky Aircraft Corporation (Sikorsky) Model S-76C helicopters. This AD requires inspecting the engine collective position transducer (CPT). This AD was prompted by reports of wear of the CPT that has resulted in several One Engine Inoperative (OEI) incidents. The actions of this AD are intended to detect and prevent an unsafe condition on these products.,Rule,We are adopting a new airworthiness directive (AD) for Sikorsky Aircraft Corporation (Sikorsky) Model S-76C helicopters. This AD requires inspecting the engine collective position transducer (CPT). This AD was prompted by reports of wear of the CPT...,DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/05/21/2018-10581/airworthiness-directives-sikorsky-aircraft-corporation,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-10581.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10581.pdf?1526647519,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-10714,2018-05-21,221,Health and Human Services Department,Food and Drug Administration,Final Determination Regarding Partially Hydrogenated Oils,"Based on the available scientific evidence and the findings of expert scientific panels, the Food and Drug Administration (FDA or we) made a final determination that there is no longer a consensus among qualified experts that partially hydrogenated oils (PHOs), which are the primary dietary source of industrially produced trans fatty acids (IP-TFA), are generally recognized as safe (GRAS) for any use in human food. In a declaratory order announcing our final determination, we set a compliance date of June 18, 2018. We are now extending the compliance date for certain uses of PHOs.",Rule,"Based on the available scientific evidence and the findings of expert scientific panels, the Food and Drug Administration (FDA or we) made a final determination that there is no longer a consensus among qualified experts that partially hydrogenated...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/05/21/2018-10714/final-determination-regarding-partially-hydrogenated-oils,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-10714.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10714.pdf?1526647524,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-10703,2018-05-21,268,Justice Department,,Delegation of Authority,"The Attorney General has delegated to the Assistant Attorney General for the Criminal Division, with certain restrictions, the authority to perform the functions of the ``Central Authority'' or ``Competent Authority'' under treaties and executive agreements between the United States and other countries on mutual assistance in criminal matters that designate the Attorney General or the Department of Justice as such authority. The Assistant Attorney General for the Criminal Division has re-delegated this authority to the Deputy Assistant Attorneys General, and to the Director and Deputy Directors, of the Office of International Affairs (OIA). The Assistant Attorney General for the Criminal Division further re-delegates the authority to make requests under treaties and executive agreements on mutual assistance in criminal matters to the Associate Directors of OIA. This final rule will amend the Appendix to Subpart K of Part 0 to expand the list of persons who may exercise the authority to make mutual assistance requests in criminal matters to include OIA's Associate Directors.",Rule,"The Attorney General has delegated to the Assistant Attorney General for the Criminal Division, with certain restrictions, the authority to perform the functions of the ``Central Authority'' or ``Competent Authority'' under treaties and executive...",DEPARTMENT OF JUSTICE,justice-department,https://www.federalregister.gov/agencies/justice-department,https://www.federalregister.gov/documents/2018/05/21/2018-10703/delegation-of-authority,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-10703.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10703.pdf?1526647524,https://www.federalregister.gov/api/v1/agencies/268.json,
2018-10701,2018-05-21,227,Homeland Security Department,Coast Guard,"Drawbridge Operation Regulation; Willamette River at Portland, OR","The Coast Guard has issued a temporary deviation from the operating schedule that governs the Burnside Bridge across the Willamette River, mile 12.4, at Portland, OR. The deviation is necessary to accommodate a city parade event. This deviation allows the double bascule bridge to remain in the closed-to-navigation position.",Rule,"The Coast Guard has issued a temporary deviation from the operating schedule that governs the Burnside Bridge across the Willamette River, mile 12.4, at Portland, OR. The deviation is necessary to accommodate a city parade event. This deviation allows...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/05/21/2018-10701/drawbridge-operation-regulation-willamette-river-at-portland-or,https://www.gpo.gov/fdsys/pkg/FR-2018-05-21/pdf/2018-10701.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10701.pdf?1526647523,https://www.federalregister.gov/api/v1/agencies/227.json,
